"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Manitoba","2016A000246","Both sexes","40 to 44 years","Persons","249","units","0","v469041","8.1.55","86739","","","","0"
"2020","Manitoba","2016A000246","Both sexes","45 to 49 years","Persons","249","units","0","v469062","8.1.61","82541","","","","0"
"2020","Manitoba","2016A000246","Both sexes","50 to 54 years","Persons","249","units","0","v469080","8.1.67","80302","","","","0"
"2020","Manitoba","2016A000246","Both sexes","55 to 59 years","Persons","249","units","0","v469101","8.1.73","89949","","","","0"
"2020","Manitoba","2016A000246","Both sexes","60 to 64 years","Persons","249","units","0","v469119","8.1.79","83163","","","","0"
"2020","Manitoba","2016A000246","Both sexes","65 to 69 years","Persons","249","units","0","v469140","8.1.85","70981","","","","0"
"2020","Manitoba","2016A000246","Both sexes","70 to 74 years","Persons","249","units","0","v469143","8.1.86","57001","","","","0"
"2020","Manitoba","2016A000246","Both sexes","75 to 79 years","Persons","249","units","0","v469146","8.1.87","38329","","","","0"
"2020","Manitoba","2016A000246","Both sexes","80 to 84 years","Persons","249","units","0","v469149","8.1.88","25922","","","","0"
"2020","Manitoba","2016A000246","Both sexes","85 to 89 years","Persons","249","units","0","v469152","8.1.89","16952","","","","0"
"2020","Manitoba","2016A000246","Both sexes","90 to 94 years","Persons","249","units","0","v31226797","8.1.126","8968","","","","0"
"2020","Manitoba","2016A000246","Both sexes","95 to 99 years","Persons","249","units","0","v31226803","8.1.132","3010","","","","0"
"2020","Manitoba","2016A000246","Both sexes","100 years and over","Persons","249","units","0","v31226809","8.1.138","503","","","","0"
"2020","Manitoba","2016A000246","Both sexes","Median age","Years","308","units","0","v468894","8.1.105","37.6","","","","1"
"2020","Saskatchewan","2016A000247","Both sexes","All ages","Persons","249","units","0","v469188","9.1.1","1178681","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","0 to 4 years","Persons","249","units","0","v469404","9.1.7","75200","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","5 to 9 years","Persons","249","units","0","v469218","9.1.13","78696","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","10 to 14 years","Persons","249","units","0","v469236","9.1.19","76730","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","15 to 19 years","Persons","249","units","0","v469257","9.1.25","71304","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","20 to 24 years","Persons","249","units","0","v469278","9.1.31","75402","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","25 to 29 years","Persons","249","units","0","v469296","9.1.37","77488","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","30 to 34 years","Persons","249","units","0","v469317","9.1.43","85751","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","35 to 39 years","Persons","249","units","0","v469335","9.1.49","86664","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","40 to 44 years","Persons","249","units","0","v469356","9.1.55","76067","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","45 to 49 years","Persons","249","units","0","v469377","9.1.61","67397","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","50 to 54 years","Persons","249","units","0","v469395","9.1.67","65716","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","55 to 59 years","Persons","249","units","0","v469416","9.1.73","77024","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","60 to 64 years","Persons","249","units","0","v469434","9.1.79","74222","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","65 to 69 years","Persons","249","units","0","v469455","9.1.85","62071","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","70 to 74 years","Persons","249","units","0","v469458","9.1.86","46528","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","75 to 79 years","Persons","249","units","0","v469461","9.1.87","31910","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","80 to 84 years","Persons","249","units","0","v469464","9.1.88","22791","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","85 to 89 years","Persons","249","units","0","v469467","9.1.89","15931","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","90 to 94 years","Persons","249","units","0","v31226836","9.1.126","8492","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","95 to 99 years","Persons","249","units","0","v31226842","9.1.132","2773","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","100 years and over","Persons","249","units","0","v31226848","9.1.138","524","","","","0"
"2020","Saskatchewan","2016A000247","Both sexes","Median age","Years","308","units","0","v469209","9.1.105","37.8","","","","1"
"2020","Alberta","2016A000248","Both sexes","All ages","Persons","249","units","0","v469503","10.1.1","4421876","","","","0"
"2020","Alberta","2016A000248","Both sexes","0 to 4 years","Persons","249","units","0","v469719","10.1.7","269163","","","","0"
"2020","Alberta","2016A000248","Both sexes","5 to 9 years","Persons","249","units","0","v469533","10.1.13","277785","","","","0"
"2020","Alberta","2016A000248","Both sexes","10 to 14 years","Persons","249","units","0","v469551","10.1.19","276328","","","","0"
"2020","Alberta","2016A000248","Both sexes","15 to 19 years","Persons","249","units","0","v469572","10.1.25","256742","","","","0"
"2020","Alberta","2016A000248","Both sexes","20 to 24 years","Persons","249","units","0","v469593","10.1.31","277328","","","","0"
"2020","Alberta","2016A000248","Both sexes","25 to 29 years","Persons","249","units","0","v469611","10.1.37","314507","","","","0"
"2020","Alberta","2016A000248","Both sexes","30 to 34 years","Persons","249","units","0","v469632","10.1.43","356226","","","","0"
"2020","Alberta","2016A000248","Both sexes","35 to 39 years","Persons","249","units","0","v469650","10.1.49","359301","","","","0"
"2020","Alberta","2016A000248","Both sexes","40 to 44 years","Persons","249","units","0","v469671","10.1.55","319889","","","","0"
"2020","Alberta","2016A000248","Both sexes","45 to 49 years","Persons","249","units","0","v469692","10.1.61","288546","","","","0"
"2020","Alberta","2016A000248","Both sexes","50 to 54 years","Persons","249","units","0","v469710","10.1.67","266489","","","","0"
"2020","Alberta","2016A000248","Both sexes","55 to 59 years","Persons","249","units","0","v469731","10.1.73","284259","","","","0"
"2020","Alberta","2016A000248","Both sexes","60 to 64 years","Persons","249","units","0","v469749","10.1.79","264339","","","","0"
"2020","Alberta","2016A000248","Both sexes","65 to 69 years","Persons","249","units","0","v469770","10.1.85","210073","","","","0"
"2020","Alberta","2016A000248","Both sexes","70 to 74 years","Persons","249","units","0","v469773","10.1.86","157657","","","","0"
"2020","Alberta","2016A000248","Both sexes","75 to 79 years","Persons","249","units","0","v469776","10.1.87","102977","","","","0"
"2020","Alberta","2016A000248","Both sexes","80 to 84 years","Persons","249","units","0","v469779","10.1.88","68565","","","","0"
"2020","Alberta","2016A000248","Both sexes","85 to 89 years","Persons","249","units","0","v469782","10.1.89","44033","","","","0"
"2020","Alberta","2016A000248","Both sexes","90 to 94 years","Persons","249","units","0","v31226875","10.1.126","20921","","","","0"
"2020","Alberta","2016A000248","Both sexes","95 to 99 years","Persons","249","units","0","v31226881","10.1.132","5746","","","","0"
"2020","Alberta","2016A000248","Both sexes","100 years and over","Persons","249","units","0","v31226887","10.1.138","1002","","","","0"
"2020","Alberta","2016A000248","Both sexes","Median age","Years","308","units","0","v469524","10.1.105","37.5","","","","1"
"2020","British Columbia","2016A000259","Both sexes","All ages","Persons","249","units","0","v469818","11.1.1","5147712","","","","0"
"2020","British Columbia","2016A000259","Both sexes","0 to 4 years","Persons","249","units","0","v470034","11.1.7","225897","","","","0"
"2020","British Columbia","2016A000259","Both sexes","5 to 9 years","Persons","249","units","0","v469848","11.1.13","244206","","","","0"
"2020","British Columbia","2016A000259","Both sexes","10 to 14 years","Persons","249","units","0","v469866","11.1.19","249173","","","","0"
"2020","British Columbia","2016A000259","Both sexes","15 to 19 years","Persons","249","units","0","v469887","11.1.25","272195","","","","0"
"2020","British Columbia","2016A000259","Both sexes","20 to 24 years","Persons","249","units","0","v469908","11.1.31","340325","","","","0"
"2020","British Columbia","2016A000259","Both sexes","25 to 29 years","Persons","249","units","0","v469926","11.1.37","358457","","","","0"
"2020","British Columbia","2016A000259","Both sexes","30 to 34 years","Persons","249","units","0","v469947","11.1.43","376466","","","","0"
"2020","British Columbia","2016A000259","Both sexes","35 to 39 years","Persons","249","units","0","v469965","11.1.49","363871","","","","0"
"2020","British Columbia","2016A000259","Both sexes","40 to 44 years","Persons","249","units","0","v469986","11.1.55","323620","","","","0"
"2020","British Columbia","2016A000259","Both sexes","45 to 49 years","Persons","249","units","0","v470007","11.1.61","325674","","","","0"
"2020","British Columbia","2016A000259","Both sexes","50 to 54 years","Persons","249","units","0","v470025","11.1.67","343894","","","","0"
"2020","British Columbia","2016A000259","Both sexes","55 to 59 years","Persons","249","units","0","v470046","11.1.73","376848","","","","0"
"2020","British Columbia","2016A000259","Both sexes","60 to 64 years","Persons","249","units","0","v470064","11.1.79","360150","","","","0"
"2020","British Columbia","2016A000259","Both sexes","65 to 69 years","Persons","249","units","0","v470085","11.1.85","314021","","","","0"
"2020","British Columbia","2016A000259","Both sexes","70 to 74 years","Persons","249","units","0","v470088","11.1.86","262197","","","","0"
"2020","British Columbia","2016A000259","Both sexes","75 to 79 years","Persons","249","units","0","v470091","11.1.87","174377","","","","0"
"2020","British Columbia","2016A000259","Both sexes","80 to 84 years","Persons","249","units","0","v470094","11.1.88","115218","","","","0"
"2020","British Columbia","2016A000259","Both sexes","85 to 89 years","Persons","249","units","0","v470097","11.1.89","73205","","","","0"
"2020","British Columbia","2016A000259","Both sexes","90 to 94 years","Persons","249","units","0","v31226914","11.1.126","35355","","","","0"
"2020","British Columbia","2016A000259","Both sexes","95 to 99 years","Persons","249","units","0","v31226920","11.1.132","10613","","","","0"
"2020","British Columbia","2016A000259","Both sexes","100 years and over","Persons","249","units","0","v31226926","11.1.138","1950","","","","0"
"2020","British Columbia","2016A000259","Both sexes","Median age","Years","308","units","0","v469839","11.1.105","42.2","","","","1"
"2020","Yukon","2016A000260","Both sexes","All ages","Persons","249","units","0","v470133","12.1.1","42052","","","","0"
"2020","Yukon","2016A000260","Both sexes","0 to 4 years","Persons","249","units","0","v470349","12.1.7","2413","","","","0"
"2020","Yukon","2016A000260","Both sexes","5 to 9 years","Persons","249","units","0","v470163","12.1.13","2508","","","","0"
"2020","Yukon","2016A000260","Both sexes","10 to 14 years","Persons","249","units","0","v470181","12.1.19","2246","","","","0"
"2020","Yukon","2016A000260","Both sexes","15 to 19 years","Persons","249","units","0","v470202","12.1.25","2067","","","","0"
"2020","Yukon","2016A000260","Both sexes","20 to 24 years","Persons","249","units","0","v470223","12.1.31","2346","","","","0"
"2020","Yukon","2016A000260","Both sexes","25 to 29 years","Persons","249","units","0","v470241","12.1.37","2828","","","","0"
"2020","Yukon","2016A000260","Both sexes","30 to 34 years","Persons","249","units","0","v470262","12.1.43","3468","","","","0"
"2020","Yukon","2016A000260","Both sexes","35 to 39 years","Persons","249","units","0","v470280","12.1.49","3549","","","","0"
"2020","Yukon","2016A000260","Both sexes","40 to 44 years","Persons","249","units","0","v470301","12.1.55","3050","","","","0"
"2020","Yukon","2016A000260","Both sexes","45 to 49 years","Persons","249","units","0","v470322","12.1.61","2864","","","","0"
"2020","Yukon","2016A000260","Both sexes","50 to 54 years","Persons","249","units","0","v470340","12.1.67","2753","","","","0"
"2020","Yukon","2016A000260","Both sexes","55 to 59 years","Persons","249","units","0","v470361","12.1.73","3233","","","","0"
"2020","Yukon","2016A000260","Both sexes","60 to 64 years","Persons","249","units","0","v470379","12.1.79","3116","","","","0"
"2020","Yukon","2016A000260","Both sexes","65 to 69 years","Persons","249","units","0","v470400","12.1.85","2385","","","","0"
"2020","Yukon","2016A000260","Both sexes","70 to 74 years","Persons","249","units","0","v470403","12.1.86","1532","","","","0"
"2020","Yukon","2016A000260","Both sexes","75 to 79 years","Persons","249","units","0","v470406","12.1.87","862","","","","0"
"2020","Yukon","2016A000260","Both sexes","80 to 84 years","Persons","249","units","0","v470409","12.1.88","464","","","","0"
"2020","Yukon","2016A000260","Both sexes","85 to 89 years","Persons","249","units","0","v470412","12.1.89","246","","","","0"
"2020","Yukon","2016A000260","Both sexes","90 to 94 years","Persons","249","units","0","v31226953","12.1.126","84","","","","0"
"2020","Yukon","2016A000260","Both sexes","95 to 99 years","Persons","249","units","0","v31226959","12.1.132","31","","","","0"
"2020","Yukon","2016A000260","Both sexes","100 years and over","Persons","249","units","0","v31226965","12.1.138","7","","","","0"
"2020","Yukon","2016A000260","Both sexes","Median age","Years","308","units","0","v470154","12.1.105","39.4","","","","1"
"2020","Northwest Territories","2016A000261","Both sexes","All ages","Persons","249","units","0","v479937","14.1.1","45161","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","0 to 4 years","Persons","249","units","0","v480153","14.1.7","2963","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","5 to 9 years","Persons","249","units","0","v479967","14.1.13","3081","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","10 to 14 years","Persons","249","units","0","v479985","14.1.19","3010","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","15 to 19 years","Persons","249","units","0","v480006","14.1.25","2793","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","20 to 24 years","Persons","249","units","0","v480027","14.1.31","3028","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","25 to 29 years","Persons","249","units","0","v480045","14.1.37","3688","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","30 to 34 years","Persons","249","units","0","v480066","14.1.43","3705","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","35 to 39 years","Persons","249","units","0","v480084","14.1.49","3405","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","40 to 44 years","Persons","249","units","0","v480105","14.1.55","3348","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","45 to 49 years","Persons","249","units","0","v480126","14.1.61","2919","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3238","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3389","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2619","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1818","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","1048","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","603","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","293","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","85 to 89 years","Persons","249","units","0","v480216","14.1.89","133","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","90 to 94 years","Persons","249","units","0","v31227031","14.1.126","57","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","95 to 99 years","Persons","249","units","0","v31227037","14.1.132","21","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","100 years and over","Persons","249","units","0","v31227043","14.1.138","2","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","Median age","Years","308","units","0","v479958","14.1.105","35.5","","","","1"
"2020","Nunavut","2016A000262","Both sexes","All ages","Persons","249","units","0","v480252","15.1.1","39353","","","","0"
"2020","Nunavut","2016A000262","Both sexes","0 to 4 years","Persons","249","units","0","v480468","15.1.7","4196","","","","0"
"2020","Nunavut","2016A000262","Both sexes","5 to 9 years","Persons","249","units","0","v480282","15.1.13","4276","","","","0"
"2020","Nunavut","2016A000262","Both sexes","10 to 14 years","Persons","249","units","0","v480300","15.1.19","3987","","","","0"
"2020","Nunavut","2016A000262","Both sexes","15 to 19 years","Persons","249","units","0","v480321","15.1.25","3283","","","","0"
"2020","Nunavut","2016A000262","Both sexes","20 to 24 years","Persons","249","units","0","v480342","15.1.31","3173","","","","0"
"2020","Nunavut","2016A000262","Both sexes","25 to 29 years","Persons","249","units","0","v480360","15.1.37","3276","","","","0"
"2020","Nunavut","2016A000262","Both sexes","30 to 34 years","Persons","249","units","0","v480381","15.1.43","3179","","","","0"
"2020","Nunavut","2016A000262","Both sexes","35 to 39 years","Persons","249","units","0","v480399","15.1.49","2767","","","","0"
"2020","Nunavut","2016A000262","Both sexes","40 to 44 years","Persons","249","units","0","v480420","15.1.55","2334","","","","0"
"2020","Nunavut","2016A000262","Both sexes","45 to 49 years","Persons","249","units","0","v480441","15.1.61","2154","","","","0"
"2020","Nunavut","2016A000262","Both sexes","50 to 54 years","Persons","249","units","0","v480459","15.1.67","2277","","","","0"
"2020","Nunavut","2016A000262","Both sexes","55 to 59 years","Persons","249","units","0","v480480","15.1.73","1761","","","","0"
"2020","Nunavut","2016A000262","Both sexes","60 to 64 years","Persons","249","units","0","v480498","15.1.79","1119","","","","0"
"2020","Nunavut","2016A000262","Both sexes","65 to 69 years","Persons","249","units","0","v480519","15.1.85","698","","","","0"
"2020","Nunavut","2016A000262","Both sexes","70 to 74 years","Persons","249","units","0","v480522","15.1.86","459","","","","0"
"2020","Nunavut","2016A000262","Both sexes","75 to 79 years","Persons","249","units","0","v480525","15.1.87","235","","","","0"
"2020","Nunavut","2016A000262","Both sexes","80 to 84 years","Persons","249","units","0","v480528","15.1.88","114","","","","0"
"2020","Nunavut","2016A000262","Both sexes","85 to 89 years","Persons","249","units","0","v480531","15.1.89","41","","","","0"
"2020","Nunavut","2016A000262","Both sexes","90 to 94 years","Persons","249","units","0","v31227070","15.1.126","18","","","","0"
"2020","Nunavut","2016A000262","Both sexes","95 to 99 years","Persons","249","units","0","v31227076","15.1.132","3","","","","0"
"2020","Nunavut","2016A000262","Both sexes","100 years and over","Persons","249","units","0","v31227082","15.1.138","3","","","","0"
"2020","Nunavut","2016A000262","Both sexes","Median age","Years","308","units","0","v480273","15.1.105","26.2","","","","1"


